1785, scuttle-butt
1694, seized-clove-hitch round-turn-and-eye-splice
3511, seized-half-hitch
2069, seized-shortening
854, seizing
388, seven-bight
2251, seven-strand
1497, seven-strand-quarter-round
2224, seven-strand-square-sinnet
123, shamerock
121, sheepshank dogshank
777, sheepshank spanish-bowline double-loop
332 467 400 1176 1199 1439 3062 43 1114 772 1416, sheepshank
2061, sheepshank-based-on-the-tom-fool's
1378, sheepshank-from-a-handcuff
152, sheepshank-with-a-sword
429, sheepshank-with-marlingspike-hitches
1206, sheet
1313, sheet-bend the-bend simple-bend ordinary-bend common-bend single-bend becket-bend sheet-bend
619, sheet overhand-s reef
1923, shiver-hitch matthew-walker single-hitch
1924, shoe-clerk
570 1840, shoestring parcel
402, short-end-bend noose-hitch marlingspike-hitch sheet-bend
2303, short-end-bend sheet-bend noose left-hand-sheet-bend right-hand-sheet-bend
726, short-running-eye clove-hitch single-hitch
908, short-splice
8, shortening
238, shroud sailmaker's-short-splice
401 2398, single-bowline
2456, single-carrick-bend true-carrick-bend
2273 818 804, single-carrick-bend
3524, single-carrick-bend sheet-bend two-half-hitches
3010, single-cat's-paw
806 545 176 1594, single-crown-and-double-wall
743, single-diamond-hitch
1324, single-half-hitch
1283 19 866 3240 1127 1184 2462 3491 1168 694 1061 3291 1495 1089 2074 2125, single-hitch
2300, single-hitch sliperry-hitch
1697 1066, single-hitch overhand
948, single-hitch half-hitch
3327, single-hitch sheep-shank
2332, single-hitch rolling-hitch
1071, single-hitch cat's-paw
159, single-hitches marline-hitches
1035 1245, single-hitches
1895, single-hook-hitch pile-hitch
741, single-matthew-walker
280, single-pass-hitch
281, single-reef-points
937, single-ring-stopper deck wing hatchway bitt-stroppers
1117, single-roband
3060, single-stopper
3440, single-tail-block
709, single-turn
1902, single-strand
416, single-strand multi-strand
253 3100 1979 2024 1167 2113 1812, sinnet
320, sinnet lanyard knife-lanyard
522, sinnet long-running-eye
1261, sinnet-earings
143, sister-loop
1803, six-strand
2245, six-strand-coachwhipping
2096, six-strand-ellipse
961, six-strand-round-sinnet
1744, six-strand-sinnet
823, slack-line-hitch
57, slack-line-bend
424, slath slarth josephine crown
1412, sling strap-toggle
339, slingstone-hithch
668, slip stopper slipped
608 2086, slip
3177, slip-loop
2420 1248, slip-noose
3313, slip-noose-hitch
1512, slip-over-single-hitch single-hitch
2151 718, slip-tackle
894, sliperry-hitch
848, slipped-and-toggled-becket-hitch
636 929, slipped-buntline-hitch
956, slipped-buntline-kitch
3041, slipped-half-fitch
2302 794 926 1030 277 1290 1821, slipped-half-hitch
949 1301, slipped-hitch
421, slipped-loop
1299, slipped-sheet-bend
600, slippering-hitch slipped
746 656 1712 52 1823 393, slippery-hitch
1807, slippery-hitch slippery-pinhitch
1249, small-hickory-toggle
764, small-of-four-parts
3, smaller-turk's-heads stopper-s lanyard-s
2102, snell-loop
1666, snug-half-hitches
1860 875 2201, snug-hitch
311, snug-hitches
175, snug-hitches post-hitches picket-line-hitch
1891, souble-full-matthew-walker
2465, span-loop
1430 328 2018, spanish-bowline
1420, spanish-bowline clove-hitch single-hitches
901, spanish-bowline double-loops
1858, spanish-fox
1321, spanish-hawser-bend
1599, spar-hitch
1600, spliced-eye
352, splices bends
1884 2076, splipped-half-hitch
503, sport
1735, sports single-strand-button one-strand-button
1737, springs
2052 2058 2097 486 2028 2081 1664, spritsail-sheet
1885, spritsail-sheet stopper double-wall
1708, spun-yarn
987, square reverse-hitch
509 1471 1992 562 1727 964 56 244, square
219, square circular
1915, square reef
397, square-button
24, square-wiht-the-same-characteristics-as-triangular
3385, square-leaf-form
1386, square-loop-sinnet-lanyard
745, square-shoestring
1217 67, square-sinnet
60, square-sinnet round-sinnet
492 3306, square-turk's-head
676, square-turk's-head 4lx3b-turk's-head 3lx2b-turk's-head
1020, square-turk's-head over-two-under-two over-three-under-three
1006, stake-hitch timber-hitch single-hitch
887, standing-bowline
1113 2030, standing-turk's-head
2059, standing-turk's-head footrope three-ply four-ply five-ply
1374, standing-turk's-head diamond four-lead
675, standing-turk's-heads
1638 1824 213 1169 461, star
3482, stationer slipped-half-hitch
1087, stationer
1092, steamboat-hitch clove-hitch
1137, steel-wire-cargo-slings
2160 3464 1447, steeple-slings reef eye-splice two-half-hitches
1187, steeplejack's-hitch rolling-hitch
1733, stevedore single-strand-stopper
142, stevedore
1988, stopped seized-half-hitch
1705 131, stopper knob terminal
802 1067 3053 128 491 242 1188 1189, stopper
631, stopper rolling-hitch
1032, stopper-and-button-s
1300, stopper-and-deck-stopper
847 51, stopper-s
799, stopper-s double-overhand-s
82 1597 580, strangle
2282, strap bale-sling-hitch loop eye-splice overhand
824, strap becket-hitch
1907, strap
228, strap-and-becket-hitch
2340 2341, strap-bend
1120 1057 2146 208, strap-hitch
1443, strap-hitch bale-sling-hitch
412, string-tie
1865, studding-sail-bend fisherman's-bend
3296, studding-sail-halyard-bend yard-hitch
410, studding-sail-halyard-strap
423, stunner-hitch double-blackwall-hitch
766, sunflower
448, swab-hitch
3322 3078, swivel-hitch
985, symmetrical-and-somewhat-larger
622 844 1464 1797, tack
321, tack stopper-s double-wall-s
1879, tag ring-hitch
857, tag-hitch
1042, teamster's-hitch long-overhand-loop ring-hitch
2467, temporary-bend
1376, tennis-bag-lanyard
1216, ten-strand
732, ten-strand-ellipse
893 1219, terminal
1916, terminal-overhand
1434, tetrahedron
1569, the-noose running
1834, theodore
1523, thief bag bread-bag
1767, thimble-and-eye
695, thimbles
1665, thirteen-strands sixteen-strand-sinnets
191, three-bight-turk's-head
2179, three-bight,-four-lead-turk's-head
1013, threefold-overhand french multiple-overhand
431, three-lead two-bright-turk's-head figure-eight
1499, three-lead five-bright
670, three-lead four-bight-turk's-head
498, three-lead five-bight-turk's-head
2112 1510, three-lead eight-bight-turk's-head
1800, three-lead seven-bight-turk's-head
312, three-lead
507, three-lead-turk's-head
665, three-lead,-two-bight-turk's-head
2397, three-part-crown
1861, three-petal
1325, three-ply
1827, three-strand-button
2460, three-strand-flat-sinnet three-lead-turk's-haed three-strand-flat-sinnet
1209, three-strand-matthew-walker multi-strand-stopper
1932, three-strand-rope-and-two-matthew-walker-s deck-bucket-bails
1933, three-strand-sinnet three-lead-turk's-head
753, three-strand-sinnet
591, thrice-crowned
2166, thumb single double-overhand
497, thumb
1292, thumb single-or-double-overhand
1990 2249, tie-a-left-half
1714, timber-hitch half-hitch
1839 1468 271, timber-hitch
156, timber-hitch lumberman's countryman's-not
567, timber-hitch single-hitches clove-hitch
22, timber-hitch-and-halt-hitch single-hitches
3317, toggle-and-eye
406, toggled-bight boat boat-hitch
911 834 2057, toggled-bight
1881 538 1093 1104 1107, toggle-shaped
1078, toggle-shaped t-shaped
1135, tom-fool
2304 3116, tom-fool's
1133, topsail-halyard-bend yard-hitch
1136, topsail-halyard-bend
1138, topsail-halyard-bend studding-sail-bend
1139 309, tourniquet
339 508 1061 516, transom
406, trefoil
552, trefoil two-lead three-bight-turk's-head
553, trefoil four-lead three-bight-turk's-head
486 3473 1767 1434, triangular
1126, triangular-butterfly
60, triangular-button
1435, triangular-of-the-butterfly
1523, triangular-tied-with-four-strands
1461, triangular-sinnet
1530, triangular-turk's-head-of-nine-leads-and-two-strands-based-on-sinnet
1216, triangular-turk's-head-of-thirteen-leads
732 1219 1100 1695 3481 579 1375 1427, true-lover
857, true-lover's
862, true-lover's eight-bight three-lead-turk's-head
885, true-lover's overhand-s
675, trumpet-cord-or-double-monkey-chain-lanyard
676, truncated-pyramid
677, tucked-bend
581, tuft half-hitch butcher's
779, turkish-lanyard
780 488 1438 2467 235 337 338 1474 204 602 603, turk's-head
489, turk's-head eight-lead three-bight-turk's-head
543, turk's-head mat
336, turk's-head button lanyard-s multi-strand-button single-strand-button
3009, turk's-head one-strand-button monkey's-fist multi-strand-button
3012, turk's-head-bend
3044, turk's-head-of-eleven-leads-with-square-cross-section-tied-with-one-cord
3041, turk's-head-of-square-sinnet
35 644 985, turk's-heads
986, turk's-heads multi-strand monkey's-fist
3078, turtle major-turtle's turl
622, tweenie
623, tweenie monkey's-fist
745, twice-crowned
1544, two-bends
496, two-bowlines bowline-bend hawser-bends
497 2420 1566 1038 344 1554 844 1019 1028 1248 363, two-half-hitches
1022, two-half-hitches granny two-half-hitches
3162, two-halt-hitches clove-hitch
17, two-hearts-that-beat-as-one
175, two-overhand-s true-lover's
229, two-parallel-round-loop
268 280, two-pentalphas
281, two-round-turns
289, two-round-turns-and-two-half-hitches rolling-hitch
392, two-single-hitches clove-hitch
1900, two-wall
1905, two-bight-turk's-head-lanyard
2070, two-bight,-one-lead-turk's-head
3105, two-bight,-two-lead-turk's-head
3302, two-bright b
3304, two-cord-lanyard
3305 3308 3313, two-dimensional-s
2088, twofold-overhand-bend two-strand-full-matthew-walker
3092 3291, two-lead
3327 1923, two-plane
3346, two-plane-basket-weave
1495, two-plane-bosun
1924, two-ply doubled
2422, two-ply three-ply four-ply
2302, two-strand
1806, two-strand-button
1023, two-strand-chinese-lanyard
1054, two-strand-crown
170 308 420, two-strand-diamond
424, two-strand-eye-splice
495, two-strand-footrope
520 524 530 531, two-strand-matthew-walker
1512, two-strand-wall
1376, two-strando-stopper
1042, tye-the-wall-and-crown-s
1666, underhand-round-turn-hitching
1669, upright-cylindroid-toggle
1908, violet
570, wafer-shaped
1638, walker-thompson-tied-a-cable-stopper
1824 1116 1668, wall
2003, wall overhand
2028, wall-and-crown skull-pig-tail
2284 2398 572, wall-and-crown
1658, wall pig-tail
264, wall double-becket-hitch
386 564, water
1840, water waterman's english englishman's fisherman's true-lover's angler's
1841 288, weaver's
1842, weaver's butcher's overhand-bend
293, weaver's shroud-s short-splices multi-strand-bens
24, weaver's sheet-bend
1518, weaver's reek becket-hitches
1722, wedding rigging-stopper
1723, well-pipe-hitch
1885, wet-weather-hitch stake-hitch single-hitch slipped-hald-hitch
1911, wet-wheather-hitch take-up-hitch single-hitch slipped-half-hitch
1724, whale
3505, what
354 2455 2456 2273, whatnot
573, wide-basket-weave
574 1307, wide-standing-turk's-head
612 926 929, wide-turk's-head
930, wild-goose
931, woven sword-mat
877, wrap-hitch
849, yardarm
865, yarn-splice
3013, zigzag
454, zigzag-lanyard
